48	39	26	31	50	69	52	63	58	75	
27	32	49	40	35	64	57	68	53	62	
38	47	34	43	30	51	70	59	74	67	
33	28	45	36	41	56	65	72	61	54	
46	37	42	29	44	71	60	55	66	73	

21	16	11	2	23	100	79	84	89	94	
10	3	22	17	12	85	88	93	78	83	
15	20	7	24	1	80	99	86	95	90	
4	9	18	13	6	87	92	97	82	77	
19	14	5	8	25	98	81	76	91	96	
46	39	26	31	44	75	52	63	58	69	
27	32	45	40	35	64	57	68	53	62	
38	47	34	43	30	51	74	59	70	67	
33	28	49	36	41	56	65	72	61	54	
48	37	42	29	50	73	60	55	66	71	

19	16	11	2	21	98	91	86	81	96	
10	3	20	17	12	85	80	97	92	87	
15	18	7	22	1	90	99	78	95	82	
4	9	24	13	6	79	84	93	88	77	
25	14	5	8	23	100	89	76	83	94	
44	33	26	39	50	73	52	61	66	75	
27	38	43	34	29	62	67	74	53	60	
32	45	28	49	40	51	72	57	68	65	
37	42	47	30	35	56	63	70	59	54	
46	31	36	41	48	71	58	55	64	69	

19	14	9	2	21	100	91	86	81	98	
8	3	20	15	10	85	80	99	92	87	
13	18	5	22	1	90	93	78	97	82	
4	7	24	11	16	79	84	95	88	77	
25	12	17	6	23	94	89	76	83	96	
48	33	26	39	50	75	52	59	64	73	
27	38	49	34	29	60	65	74	53	58	
32	47	28	43	40	51	68	55	72	63	
37	42	45	30	35	66	61	70	57	54	
46	31	36	41	44	69	56	67	62	71	

21	14	9	2	19	94	91	86	81	96	
8	3	20	15	10	85	80	95	92	87	
13	22	5	18	1	90	93	78	97	82	
4	7	24	11	16	79	84	99	88	77	
23	12	17	6	25	100	89	76	83	98	
46	33	26	39	44	73	52	59	64	75	
27	38	45	34	29	60	65	74	53	58	
32	47	28	43	40	51	72	55	68	63	
37	42	49	30	35	66	61	70	57	54	
48	31	36	41	50	71	56	67	62	69	

